Username,Position,Player Name,Team
GRIFF384,QB,Jared Goff,DET
GRIFF384,QB,Jalen Hurts,PHI
GRIFF384,RB,Joe Mixon,HOU
GRIFF384,RB,Kareem Hunt,KC
GRIFF384,RB,Saquon Barkley,PHI
GRIFF384,W/T,Isaiah Likely,BAL
GRIFF384,W/T,Dallas Goedert,PHI
GRIFF384,W/T,Hollywood Brown,KC
GRIFF384,W/T,Xavier Worthy,KC
GRIFF384,W/T,Sam LaPorta,DET
DREAMINGOFSUNDAYS,QB,Jayden Daniels,WAS
DREAMINGOFSUNDAYS,QB,Jalen Hurts,PHI
DREAMINGOFSUNDAYS,RB,Joe Mixon,HOU
DREAMINGOFSUNDAYS,RB,Saquon Barkley,PHI
DREAMINGOFSUNDAYS,W/T,Terry McLaurin,WAS
DREAMINGOFSUNDAYS,W/T,Dalton Kincaid,BUF
DREAMINGOFSUNDAYS,W/T,Dallas Goedert,PHI
DREAMINGOFSUNDAYS,W/T,Khalil Shakir,BUF
DREAMINGOFSUNDAYS,W/T,Nico Collins,HOU
DREAMINGOFSUNDAYS,W/T,DeVonta Smith,PHI
RAISEIT77,QB,Jayden Daniels,WAS
RAISEIT77,QB,Jalen Hurts,PHI
RAISEIT77,RB,Kareem Hunt,KC
RAISEIT77,RB,Saquon Barkley,PHI
RAISEIT77,W/T,Jahan Dotson,PHI
RAISEIT77,W/T,Terry McLaurin,WAS
RAISEIT77,W/T,Hollywood Brown,KC
RAISEIT77,W/T,Xavier Worthy,KC
RAISEIT77,W/T,A.J. Brown,PHI
RAISEIT77,W/T,Amon-Ra St. Brown,DET
MPV4MVP,QB,Patrick Mahomes,KC
MPV4MVP,RB,Brian Robinson Jr.,WAS
MPV4MVP,RB,Isiah Pacheco,KC
MPV4MVP,RB,Saquon Barkley,PHI
MPV4MVP,W/T,Noah Gray,KC
MPV4MVP,W/T,Hollywood Brown,KC
MPV4MVP,W/T,Terry McLaurin,WAS
MPV4MVP,W/T,Dallas Goedert,PHI
MPV4MVP,W/T,Xavier Worthy,KC
MPV4MVP,W/T,A.J. Brown,PHI
KG1584,QB,Patrick Mahomes,KC
KG1584,QB,Jalen Hurts,PHI
KG1584,RB,Kareem Hunt,KC
KG1584,RB,Joe Mixon,HOU
KG1584,RB,Saquon Barkley,PHI
KG1584,W/T,Zach Ertz,WAS
KG1584,W/T,Mark Andrews,BAL
KG1584,W/T,Dallas Goedert,PHI
KG1584,W/T,Travis Kelce,KC
KG1584,W/T,A.J. Brown,PHI
SMITRADAMOS,QB,Josh Allen,BUF
SMITRADAMOS,RB,Ty Johnson,BUF
SMITRADAMOS,RB,Saquon Barkley,PHI
SMITRADAMOS,W/T,Curtis Samuel,BUF
SMITRADAMOS,W/T,Keon Coleman,BUF
SMITRADAMOS,W/T,Terry McLaurin,WAS
SMITRADAMOS,W/T,Amari Cooper,BUF
SMITRADAMOS,W/T,Khalil Shakir,BUF
SMITRADAMOS,W/T,Xavier Worthy,KC
SMITRADAMOS,W/T,Nico Collins,HOU
BARNABY32,QB,Jalen Hurts,PHI
BARNABY32,QB,Josh Allen,BUF
BARNABY32,RB,Saquon Barkley,PHI
BARNABY32,RB,Jahmyr Gibbs,DET
BARNABY32,W/T,Tim Patrick,DET
BARNABY32,W/T,Dalton Kincaid,BUF
BARNABY32,W/T,Keon Coleman,BUF
BARNABY32,W/T,Amari Cooper,BUF
BARNABY32,W/T,Dallas Goedert,PHI
BARNABY32,W/T,A.J. Brown,PHI
NATENZO,QB,Patrick Mahomes,KC
NATENZO,QB,Josh Allen,BUF
NATENZO,RB,James Cook,BUF
NATENZO,RB,Saquon Barkley,PHI
NATENZO,W/T,Justin Watson,KC
NATENZO,W/T,Keon Coleman,BUF
NATENZO,W/T,Amari Cooper,BUF
NATENZO,W/T,Terry McLaurin,WAS
NATENZO,W/T,Khalil Shakir,BUF
NATENZO,W/T,Xavier Worthy,KC
BRYANH889,QB,Jalen Hurts,PHI
BRYANH889,QB,Patrick Mahomes,KC
BRYANH889,RB,Kenneth Gainwell,PHI
BRYANH889,RB,Kareem Hunt,KC
BRYANH889,RB,Saquon Barkley,PHI
BRYANH889,W/T,DeAndre Hopkins,KC
BRYANH889,W/T,Dallas Goedert,PHI
BRYANH889,W/T,DeVonta Smith,PHI
BRYANH889,W/T,Travis Kelce,KC
BRYANH889,W/T,A.J. Brown,PHI
GOLIATH,QB,Jayden Daniels,WAS
GOLIATH,QB,Josh Allen,BUF
GOLIATH,RB,James Cook,BUF
GOLIATH,RB,Saquon Barkley,PHI
GOLIATH,W/T,Dalton Kincaid,BUF
GOLIATH,W/T,Terry McLaurin,WAS
GOLIATH,W/T,Dallas Goedert,PHI
GOLIATH,W/T,Khalil Shakir,BUF
GOLIATH,W/T,Xavier Worthy,KC
GOLIATH,W/T,DeVonta Smith,PHI
TJCHIP28,QB,Jalen Hurts,PHI
TJCHIP28,RB,Joe Mixon,HOU
TJCHIP28,RB,Saquon Barkley,PHI
TJCHIP28,W/T,Mack Hollins,BUF
TJCHIP28,W/T,Dalton Kincaid,BUF
TJCHIP28,W/T,Dallas Goedert,PHI
TJCHIP28,W/T,DeAndre Hopkins,KC
TJCHIP28,W/T,Xavier Worthy,KC
TJCHIP28,W/T,Travis Kelce,KC
TJCHIP28,W/T,A.J. Brown,PHI
EIDBANGER,QB,Jalen Hurts,PHI
EIDBANGER,QB,Lamar Jackson,BAL
EIDBANGER,RB,Derrick Henry,BAL
EIDBANGER,RB,Saquon Barkley,PHI
EIDBANGER,W/T,Zay Flowers,BAL
EIDBANGER,W/T,Terry McLaurin,WAS
EIDBANGER,W/T,Rashod Bateman,BAL
EIDBANGER,W/T,Mark Andrews,BAL
EIDBANGER,W/T,Dallas Goedert,PHI
EIDBANGER,W/T,DeVonta Smith,PHI
SJS045,QB,Jayden Daniels,WAS
SJS045,QB,Patrick Mahomes,KC
SJS045,RB,Brian Robinson Jr.,WAS
SJS045,RB,Saquon Barkley,PHI
SJS045,W/T,Tim Patrick,DET
SJS045,W/T,Terry McLaurin,WAS
SJS045,W/T,Hollywood Brown,KC
SJS045,W/T,Xavier Worthy,KC
SJS045,W/T,Travis Kelce,KC
SJS045,W/T,A.J. Brown,PHI
POOTNAMI,QB,Jalen Hurts,PHI
POOTNAMI,RB,Joe Mixon,HOU
POOTNAMI,RB,James Cook,BUF
POOTNAMI,RB,Saquon Barkley,PHI
POOTNAMI,W/T,Isaiah Likely,BAL
POOTNAMI,W/T,Dalton Kincaid,BUF
POOTNAMI,W/T,Terry McLaurin,WAS
POOTNAMI,W/T,Dallas Goedert,PHI
POOTNAMI,W/T,Nico Collins,HOU
POOTNAMI,W/T,Puka Nacua,LAR
STON,QB,Jalen Hurts,PHI
STON,RB,Ty Johnson,BUF
STON,RB,James Cook,BUF
STON,RB,Saquon Barkley,PHI
STON,W/T,Mack Hollins,BUF
STON,W/T,Keon Coleman,BUF
STON,W/T,Terry McLaurin,WAS
STON,W/T,Dalton Kincaid,BUF
STON,W/T,Sam LaPorta,DET
STON,W/T,DeVonta Smith,PHI
NICKP12,QB,Jayden Daniels,WAS
NICKP12,QB,Jalen Hurts,PHI
NICKP12,RB,David Montgomery,DET
NICKP12,RB,Saquon Barkley,PHI
NICKP12,W/T,Dyami Brown,WAS
NICKP12,W/T,Dallas Goedert,PHI
NICKP12,W/T,Khalil Shakir,BUF
NICKP12,W/T,Terry McLaurin,WAS
NICKP12,W/T,Puka Nacua,LAR
NICKP12,W/T,Amon-Ra St. Brown,DET
MYLEGISSHAKING,QB,Patrick Mahomes,KC
MYLEGISSHAKING,QB,Jalen Hurts,PHI
MYLEGISSHAKING,RB,Kareem Hunt,KC
MYLEGISSHAKING,RB,Isiah Pacheco,KC
MYLEGISSHAKING,RB,Saquon Barkley,PHI
MYLEGISSHAKING,W/T,Tim Patrick,DET
MYLEGISSHAKING,W/T,DeAndre Hopkins,KC
MYLEGISSHAKING,W/T,Dallas Goedert,PHI
MYLEGISSHAKING,W/T,Travis Kelce,KC
MYLEGISSHAKING,W/T,A.J. Brown,PHI
BUTLER2222,QB,Jayden Daniels,WAS
BUTLER2222,QB,Patrick Mahomes,KC
BUTLER2222,RB,Samaje Perine,KC
BUTLER2222,RB,Austin Ekeler,WAS
BUTLER2222,RB,Kenneth Gainwell,PHI
BUTLER2222,RB,Saquon Barkley,PHI
BUTLER2222,W/T,Dallas Goedert,PHI
BUTLER2222,W/T,Hollywood Brown,KC
BUTLER2222,W/T,Xavier Worthy,KC
BUTLER2222,W/T,Travis Kelce,KC
SOCAKING29,QB,Jalen Hurts,PHI
SOCAKING29,QB,Jared Goff,DET
SOCAKING29,RB,Brian Robinson Jr.,WAS
SOCAKING29,RB,Joe Mixon,HOU
SOCAKING29,RB,Derrick Henry,BAL
SOCAKING29,RB,Saquon Barkley,PHI
SOCAKING29,W/T,Terry McLaurin,WAS
SOCAKING29,W/T,Nico Collins,HOU
SOCAKING29,W/T,Dallas Goedert,PHI
SOCAKING29,W/T,A.J. Brown,PHI
AMCARTER1983,QB,Jalen Hurts,PHI
AMCARTER1983,RB,Kenneth Gainwell,PHI
AMCARTER1983,RB,Joe Mixon,HOU
AMCARTER1983,RB,James Cook,BUF
AMCARTER1983,RB,Saquon Barkley,PHI
AMCARTER1983,W/T,Jahan Dotson,PHI
AMCARTER1983,W/T,Dallas Goedert,PHI
AMCARTER1983,W/T,Khalil Shakir,BUF
AMCARTER1983,W/T,Nico Collins,HOU
AMCARTER1983,W/T,DeVonta Smith,PHI
FROSTDFS,QB,Jalen Hurts,PHI
FROSTDFS,RB,Joe Mixon,HOU
FROSTDFS,RB,James Cook,BUF
FROSTDFS,RB,Saquon Barkley,PHI
FROSTDFS,W/T,Curtis Samuel,BUF
FROSTDFS,W/T,Keon Coleman,BUF
FROSTDFS,W/T,Khalil Shakir,BUF
FROSTDFS,W/T,Nico Collins,HOU
FROSTDFS,W/T,Dallas Goedert,PHI
FROSTDFS,W/T,DeVonta Smith,PHI
CJCAMP2,QB,Jalen Hurts,PHI
CJCAMP2,RB,Justice Hill,BAL
CJCAMP2,RB,Saquon Barkley,PHI
CJCAMP2,W/T,Jahan Dotson,PHI
CJCAMP2,W/T,Zay Flowers,BAL
CJCAMP2,W/T,Isaiah Likely,BAL
CJCAMP2,W/T,Rashod Bateman,BAL
CJCAMP2,W/T,Mark Andrews,BAL
CJCAMP2,W/T,DeVonta Smith,PHI
CJCAMP2,W/T,A.J. Brown,PHI
SEVEN21,QB,Jalen Hurts,PHI
SEVEN21,QB,Patrick Mahomes,KC
SEVEN21,RB,Brian Robinson Jr.,WAS
SEVEN21,RB,Saquon Barkley,PHI
SEVEN21,W/T,Dallas Goedert,PHI
SEVEN21,W/T,DeAndre Hopkins,KC
SEVEN21,W/T,Terry McLaurin,WAS
SEVEN21,W/T,Travis Kelce,KC
SEVEN21,W/T,DeVonta Smith,PHI
SEVEN21,W/T,A.J. Brown,PHI
DRIVERTONE,QB,Patrick Mahomes,KC
DRIVERTONE,RB,Kareem Hunt,KC
DRIVERTONE,RB,Derrick Henry,BAL
DRIVERTONE,RB,Saquon Barkley,PHI
DRIVERTONE,W/T,Olamide Zaccheaus,WAS
DRIVERTONE,W/T,Terry McLaurin,WAS
DRIVERTONE,W/T,Isaiah Likely,BAL
DRIVERTONE,W/T,Hollywood Brown,KC
DRIVERTONE,W/T,DeAndre Hopkins,KC
DRIVERTONE,W/T,A.J. Brown,PHI
FUZZYLOGIC101,QB,Josh Allen,BUF
FUZZYLOGIC101,QB,Jalen Hurts,PHI
FUZZYLOGIC101,RB,James Cook,BUF
FUZZYLOGIC101,RB,Saquon Barkley,PHI
FUZZYLOGIC101,W/T,Amari Cooper,BUF
FUZZYLOGIC101,W/T,Cooper Kupp,LAR
FUZZYLOGIC101,W/T,Dalton Kincaid,BUF
FUZZYLOGIC101,W/T,Nico Collins,HOU
FUZZYLOGIC101,W/T,Khalil Shakir,BUF
FUZZYLOGIC101,W/T,A.J. Brown,PHI
YANNICK8,QB,Jalen Hurts,PHI
YANNICK8,RB,Joe Mixon,HOU
YANNICK8,RB,Saquon Barkley,PHI
YANNICK8,W/T,JuJu Smith-Schuster,KC
YANNICK8,W/T,Justin Watson,KC
YANNICK8,W/T,Hollywood Brown,KC
YANNICK8,W/T,Xavier Worthy,KC
YANNICK8,W/T,Nico Collins,HOU
YANNICK8,W/T,DeVonta Smith,PHI
YANNICK8,W/T,A.J. Brown,PHI
AFOOTBALLMIND,QB,Josh Allen,BUF
AFOOTBALLMIND,RB,David Montgomery,DET
AFOOTBALLMIND,RB,James Cook,BUF
AFOOTBALLMIND,RB,Saquon Barkley,PHI
AFOOTBALLMIND,W/T,Tim Patrick,DET
AFOOTBALLMIND,W/T,Amari Cooper,BUF
AFOOTBALLMIND,W/T,Dalton Kincaid,BUF
AFOOTBALLMIND,W/T,Terry McLaurin,WAS
AFOOTBALLMIND,W/T,Khalil Shakir,BUF
AFOOTBALLMIND,W/T,Sam LaPorta,DET
FEILNARLEY,QB,Jayden Daniels,WAS
FEILNARLEY,RB,James Cook,BUF
FEILNARLEY,RB,Derrick Henry,BAL
FEILNARLEY,RB,Saquon Barkley,PHI
FEILNARLEY,W/T,Olamide Zaccheaus,WAS
FEILNARLEY,W/T,Zach Ertz,WAS
FEILNARLEY,W/T,Terry McLaurin,WAS
FEILNARLEY,W/T,Rashod Bateman,BAL
FEILNARLEY,W/T,Mark Andrews,BAL
FEILNARLEY,W/T,Jameson Williams,DET
TPOLAK25,QB,Patrick Mahomes,KC
TPOLAK25,RB,Kenneth Gainwell,PHI
TPOLAK25,RB,Joe Mixon,HOU
TPOLAK25,RB,Saquon Barkley,PHI
TPOLAK25,W/T,DeAndre Hopkins,KC
TPOLAK25,W/T,Dallas Goedert,PHI
TPOLAK25,W/T,Hollywood Brown,KC
TPOLAK25,W/T,Xavier Worthy,KC
TPOLAK25,W/T,Travis Kelce,KC
TPOLAK25,W/T,A.J. Brown,PHI
MARY89,QB,Patrick Mahomes,KC
MARY89,QB,Jalen Hurts,PHI
MARY89,RB,Kareem Hunt,KC
MARY89,RB,James Cook,BUF
MARY89,RB,Saquon Barkley,PHI
MARY89,W/T,Curtis Samuel,BUF
MARY89,W/T,Dallas Goedert,PHI
MARY89,W/T,Terry McLaurin,WAS
MARY89,W/T,Nico Collins,HOU
MARY89,W/T,A.J. Brown,PHI
IDERTI,QB,Patrick Mahomes,KC
IDERTI,RB,Samaje Perine,KC
IDERTI,RB,Isiah Pacheco,KC
IDERTI,RB,Saquon Barkley,PHI
IDERTI,W/T,Dalton Kincaid,BUF
IDERTI,W/T,Hollywood Brown,KC
IDERTI,W/T,Dallas Goedert,PHI
IDERTI,W/T,Travis Kelce,KC
IDERTI,W/T,Sam LaPorta,DET
IDERTI,W/T,Amon-Ra St. Brown,DET
SLICKWILL315,QB,Jalen Hurts,PHI
SLICKWILL315,QB,Patrick Mahomes,KC
SLICKWILL315,RB,Justice Hill,BAL
SLICKWILL315,RB,Saquon Barkley,PHI
SLICKWILL315,W/T,Rashod Bateman,BAL
SLICKWILL315,W/T,Mark Andrews,BAL
SLICKWILL315,W/T,Terry McLaurin,WAS
SLICKWILL315,W/T,Xavier Worthy,KC
SLICKWILL315,W/T,Dallas Goedert,PHI
SLICKWILL315,W/T,Travis Kelce,KC
MRKUKIE,QB,Matthew Stafford,LAR
MRKUKIE,QB,Jayden Daniels,WAS
MRKUKIE,RB,Austin Ekeler,WAS
MRKUKIE,RB,Derrick Henry,BAL
MRKUKIE,RB,Saquon Barkley,PHI
MRKUKIE,W/T,Zach Ertz,WAS
MRKUKIE,W/T,Xavier Worthy,KC
MRKUKIE,W/T,Dallas Goedert,PHI
MRKUKIE,W/T,Travis Kelce,KC
MRKUKIE,W/T,A.J. Brown,PHI
RKFD9383,QB,Patrick Mahomes,KC
RKFD9383,QB,Jalen Hurts,PHI
RKFD9383,RB,Kareem Hunt,KC
RKFD9383,RB,Saquon Barkley,PHI
RKFD9383,W/T,Noah Gray,KC
RKFD9383,W/T,Dallas Goedert,PHI
RKFD9383,W/T,Xavier Worthy,KC
RKFD9383,W/T,Travis Kelce,KC
RKFD9383,W/T,DeVonta Smith,PHI
RKFD9383,W/T,A.J. Brown,PHI
AKKID,QB,Jalen Hurts,PHI
AKKID,QB,Josh Allen,BUF
AKKID,RB,Kareem Hunt,KC
AKKID,RB,Saquon Barkley,PHI
AKKID,W/T,Dalton Kincaid,BUF
AKKID,W/T,Amari Cooper,BUF
AKKID,W/T,Rashod Bateman,BAL
AKKID,W/T,Khalil Shakir,BUF
AKKID,W/T,Puka Nacua,LAR
AKKID,W/T,A.J. Brown,PHI
LILYANNAHMUENZNER,QB,Jayden Daniels,WAS
LILYANNAHMUENZNER,RB,James Cook,BUF
LILYANNAHMUENZNER,RB,Jahmyr Gibbs,DET
LILYANNAHMUENZNER,W/T,Dalton Kincaid,BUF
LILYANNAHMUENZNER,W/T,Khalil Shakir,BUF
LILYANNAHMUENZNER,W/T,Terry McLaurin,WAS
LILYANNAHMUENZNER,W/T,Xavier Worthy,KC
LILYANNAHMUENZNER,W/T,Nico Collins,HOU
LILYANNAHMUENZNER,W/T,Puka Nacua,LAR
LILYANNAHMUENZNER,W/T,Jameson Williams,DET
HOUSEALWAYSWINS,QB,Jalen Hurts,PHI
HOUSEALWAYSWINS,QB,Josh Allen,BUF
HOUSEALWAYSWINS,RB,Ty Johnson,BUF
HOUSEALWAYSWINS,RB,Kareem Hunt,KC
HOUSEALWAYSWINS,RB,Saquon Barkley,PHI
HOUSEALWAYSWINS,W/T,Curtis Samuel,BUF
HOUSEALWAYSWINS,W/T,Terry McLaurin,WAS
HOUSEALWAYSWINS,W/T,Khalil Shakir,BUF
HOUSEALWAYSWINS,W/T,Xavier Worthy,KC
HOUSEALWAYSWINS,W/T,A.J. Brown,PHI
CRCLNGTHDRN,QB,Jayden Daniels,WAS
CRCLNGTHDRN,QB,Jalen Hurts,PHI
CRCLNGTHDRN,QB,Patrick Mahomes,KC
CRCLNGTHDRN,RB,Kareem Hunt,KC
CRCLNGTHDRN,RB,David Montgomery,DET
CRCLNGTHDRN,RB,Saquon Barkley,PHI
CRCLNGTHDRN,W/T,Terry McLaurin,WAS
CRCLNGTHDRN,W/T,DeAndre Hopkins,KC
CRCLNGTHDRN,W/T,Hollywood Brown,KC
CRCLNGTHDRN,W/T,Xavier Worthy,KC
FULLYLOADED,QB,Jalen Hurts,PHI
FULLYLOADED,RB,Justice Hill,BAL
FULLYLOADED,RB,Isiah Pacheco,KC
FULLYLOADED,RB,Saquon Barkley,PHI
FULLYLOADED,W/T,Isaiah Likely,BAL
FULLYLOADED,W/T,Terry McLaurin,WAS
FULLYLOADED,W/T,Dallas Goedert,PHI
FULLYLOADED,W/T,DeAndre Hopkins,KC
FULLYLOADED,W/T,Xavier Worthy,KC
FULLYLOADED,W/T,Travis Kelce,KC
STEPHON828,QB,Jalen Hurts,PHI
STEPHON828,QB,Patrick Mahomes,KC
STEPHON828,RB,Samaje Perine,KC
STEPHON828,RB,Kareem Hunt,KC
STEPHON828,RB,Saquon Barkley,PHI
STEPHON828,W/T,JuJu Smith-Schuster,KC
STEPHON828,W/T,Hollywood Brown,KC
STEPHON828,W/T,Xavier Worthy,KC
STEPHON828,W/T,A.J. Brown,PHI
STEPHON828,W/T,Travis Kelce,KC
KRUTCHES93,QB,Jalen Hurts,PHI
KRUTCHES93,RB,Justice Hill,BAL
KRUTCHES93,RB,Saquon Barkley,PHI
KRUTCHES93,W/T,Zay Flowers,BAL
KRUTCHES93,W/T,Rashod Bateman,BAL
KRUTCHES93,W/T,DeAndre Hopkins,KC
KRUTCHES93,W/T,Dallas Goedert,PHI
KRUTCHES93,W/T,Xavier Worthy,KC
KRUTCHES93,W/T,Travis Kelce,KC
KRUTCHES93,W/T,A.J. Brown,PHI
JSHAPROCKY,QB,Jalen Hurts,PHI
JSHAPROCKY,RB,Derrick Henry,BAL
JSHAPROCKY,RB,Saquon Barkley,PHI
JSHAPROCKY,W/T,Zay Flowers,BAL
JSHAPROCKY,W/T,Isaiah Likely,BAL
JSHAPROCKY,W/T,Rashod Bateman,BAL
JSHAPROCKY,W/T,Dallas Goedert,PHI
JSHAPROCKY,W/T,Hollywood Brown,KC
JSHAPROCKY,W/T,Xavier Worthy,KC
JSHAPROCKY,W/T,DeVonta Smith,PHI
CHAMPD,QB,C.J. Stroud,HOU
CHAMPD,QB,Patrick Mahomes,KC
CHAMPD,RB,Joe Mixon,HOU
CHAMPD,RB,James Cook,BUF
CHAMPD,RB,Saquon Barkley,PHI
CHAMPD,W/T,DeAndre Hopkins,KC
CHAMPD,W/T,Terry McLaurin,WAS
CHAMPD,W/T,Nico Collins,HOU
CHAMPD,W/T,Xavier Worthy,KC
CHAMPD,W/T,Travis Kelce,KC
GGUSTAFSON,QB,Jalen Hurts,PHI
GGUSTAFSON,RB,Joe Mixon,HOU
GGUSTAFSON,RB,Kyren Williams,LAR
GGUSTAFSON,RB,Saquon Barkley,PHI
GGUSTAFSON,W/T,Cooper Kupp,LAR
GGUSTAFSON,W/T,Amari Cooper,BUF
GGUSTAFSON,W/T,Zay Flowers,BAL
GGUSTAFSON,W/T,Travis Kelce,KC
GGUSTAFSON,W/T,DeVonta Smith,PHI
GGUSTAFSON,W/T,A.J. Brown,PHI
KINGLATIFAH,QB,Jayden Daniels,WAS
KINGLATIFAH,QB,C.J. Stroud,HOU
KINGLATIFAH,RB,Joe Mixon,HOU
KINGLATIFAH,RB,Saquon Barkley,PHI
KINGLATIFAH,W/T,Terry McLaurin,WAS
KINGLATIFAH,W/T,Hollywood Brown,KC
KINGLATIFAH,W/T,Xavier Worthy,KC
KINGLATIFAH,W/T,Nico Collins,HOU
KINGLATIFAH,W/T,DeVonta Smith,PHI
KINGLATIFAH,W/T,A.J. Brown,PHI
